X,Y,OBJECTID,EVENT_UNIQUE_ID,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOW,OCC_DOY,DIVISION,HOMICIDE_TYPE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
-8820037.48290429,5430909.3314944,1100,GO-2020135493,2020/01/20 05:00:00+00,2020,January,20,Monday,20,D43,Shooting,141,Golfdale-Cedarbrae-Woburn,137,Woburn (137),-79.2317447744353,43.7764312072279
-8842386.8345795,5416845.03001206,1101,GO-2020136609,2020/01/20 05:00:00+00,2020,January,20,Monday,20,D13,Other,107,Oakwood Village,107,Oakwood Village (107),-79.4325124160841,43.6851371965073
-8818679.95251206,5424783.89953816,1102,GO-2020174603,2020/01/25 05:00:00+00,2020,January,25,Saturday,25,D43,Shooting,139,Scarborough Village,139,Scarborough Village (139),-79.2195498713274,43.7366869886882
-8838684.28352777,5409749.33137133,1103,GO-2020219180,2020/01/31 05:00:00+00,2020,January,31,Friday,31,D14,Shooting,165,Harbourfront-CityPlace,77,Waterfront Communities-The Island (77),-79.3992518335813,43.6390248781286
-8838684.28352777,5409749.33137133,1104,GO-2020219180,2020/01/31 05:00:00+00,2020,January,31,Friday,31,D14,Shooting,165,Harbourfront-CityPlace,77,Waterfront Communities-The Island (77),-79.3992518335813,43.6390248781286
-8831123.34003713,5416315.08417565,1105,GO-2020249293,2020/02/05 05:00:00+00,2020,February,5,Wednesday,36,D55,Shooting,66,Danforth,66,Danforth (66),-79.3313307230344,43.6816944986414
-8857931.4513158,5411806.02627062,1106,GO-2020271347,2020/02/07 05:00:00+00,2020,February,7,Friday,38,D22,Shooting,13,Etobicoke West Mall,13,Etobicoke West Mall (13),-79.5721520837752,43.652394222407
-8821902.79537267,5433284.18320584,1107,GO-2020372105,2020/02/21 05:00:00+00,2020,February,21,Friday,52,D42,Other,128,Agincourt South-Malvern West,128,Agincourt South-Malvern West (128),-79.2485011607851,43.7918330796802
-8845295.30385102,5423896.1994798,1108,GO-2020390671,2020/02/24 05:00:00+00,2020,February,24,Monday,55,D32,Stabbing,155,Downsview,26,Downsview-Roding-CFB (26),-79.458639640267,43.7309250507947
-8848744.40969924,5417136.94562598,1109,GO-2020530236,2020/03/11 04:00:00+00,2020,March,11,Wednesday,71,D12,Other,115,Mount Dennis,115,Mount Dennis (115),-79.4896234853194,43.6870334898542
-8824342.55693383,5432322.48505917,1110,GO-2020524758,2020/03/13 04:00:00+00,2020,March,13,Friday,73,D42,Shooting,128,Agincourt South-Malvern West,128,Agincourt South-Malvern West (128),-79.2704179119789,43.7855965571258
-8844033.53593942,5418568.50333058,1111,GO-2020538385,2020/03/15 04:00:00+00,2020,March,15,Sunday,75,D13,Stabbing,107,Oakwood Village,107,Oakwood Village (107),-79.4473049856385,43.6963320656177
-8826385.92259002,5422318.41047948,1112,GO-2020562795,2020/03/18 04:00:00+00,2020,March,18,Wednesday,78,D41,Shooting,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),-79.2887737779152,43.7206824732343
-8836481.28338407,5412365.52824163,1113,GO-2020580138,2020/03/21 04:00:00+00,2020,March,21,Saturday,81,D51,Shooting,168,Downtown Yonge East,75,Church-Yonge Corridor (75),-79.3794619472554,43.6560306951344
-8829784.30704809,5433905.31114022,1114,GO-2020665733,2020/04/05 04:00:00+00,2020,April,5,Sunday,96,D42,Other,147,L'Amoreaux West,117,L'Amoreaux (117),-79.3193019849655,43.7958606911867
-8833375.43296682,5419632.9690637,1115,GO-2020668167,2020/04/05 04:00:00+00,2020,April,5,Sunday,96,D53,Shooting,55,Thorncliffe Park,55,Thorncliffe Park (55),-79.3515616180027,43.7032452891213
-8820173.30069806,5431388.12581399,1116,GO-2020648505,2020/04/05 04:00:00+00,2020,April,5,Sunday,96,D43,Other,142,Woburn North,137,Woburn (137),-79.2329648460509,43.7795367012386
-8842388.15994935,5416107.85374921,1117,GO-2020686647,2020/04/08 04:00:00+00,2020,April,8,Wednesday,99,D13,Shooting,94,Wychwood,94,Wychwood (94),-79.4325243222642,43.6803482097749
-8836102.39335958,5430326.28312074,1118,GO-2020717283,2020/04/14 04:00:00+00,2020,April,14,Tuesday,105,D33,Other,52,Bayview Village,52,Bayview Village (52),-79.3760583201326,43.7726492955179
-8849777.81536027,5406437.30135298,1119,GO-2020762187,2020/04/21 04:00:00+00,2020,April,21,Tuesday,112,D22,Other,160,Mimico-Queensway,17,Mimico (includes Humber Bay Shores) (17),-79.4989067259907,43.6174890966666
-8850662.90171475,5425343.44590082,1120,GO-2020790951,2020/04/26 04:00:00+00,2020,April,26,Sunday,117,D31,Shooting,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5068575919572,43.7403186417493
-8827604.51612766,5426456.47498905,1121,GO-2020828038,2020/05/02 04:00:00+00,2020,May,2,Saturday,123,D41,Shooting,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.2997205895047,43.74754193822
-8837707.5808984,5418920.71953153,1122,GO-2020893378,2020/05/14 04:00:00+00,2020,May,14,Thursday,135,D53,Other,174,South Eglinton-Davisville,104,Mount Pleasant West (104),-79.3904779654074,43.6986196390879
-8859227.82111,5426343.63579924,1123,GO-2020898005,2020/05/14 04:00:00+00,2020,May,14,Thursday,135,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.5837975724606,43.7468096778158
-8830326.26409659,5431111.9653067,1124,GO-2020915335,2020/05/17 04:00:00+00,2020,May,17,Sunday,138,D42,Shooting,147,L'Amoreaux West,117,L'Amoreaux (117),-79.3241704680324,43.7777455236864
-8822711.40601621,5425302.40491031,1125,GO-2020909524,2020/05/19 04:00:00+00,2020,May,19,Tuesday,140,D41,Other,138,Eglinton East,138,Eglinton East (138),-79.2557650340507,43.7400522790726
-8837882.80579192,5410725.47636194,1126,GO-2020971451,2020/05/26 04:00:00+00,2020,May,26,Tuesday,147,D52,Shooting,164,Wellington Place,77,Waterfront Communities-The Island (77),-79.3920520371579,43.6453705844742
-8860291.25531499,5425105.66282657,1127,GO-2020993900,2020/05/30 04:00:00+00,2020,May,30,Saturday,151,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.5933505642914,43.738775373382
-8833310.53325842,5421226.45424339,1128,GO-20201063476,2020/06/09 04:00:00+00,2020,June,9,Tuesday,161,D53,Shooting,55,Thorncliffe Park,55,Thorncliffe Park (55),-79.3509786135079,43.7135927643026
-8844181.12677122,5415558.09576291,1129,GO-20201127664,2020/06/19 04:00:00+00,2020,June,19,Friday,171,D13,Shooting,92,Corso Italia-Davenport,92,Corso Italia-Davenport (92),-79.4486308170399,43.676776516982
-8835672.32564636,5414151.2066824,1130,GO-20201173382,2020/06/25 04:00:00+00,2020,June,25,Thursday,177,D51,Stabbing,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71),-79.3721949563986,43.6676352069557
-8831377.73323743,5434242.63264428,1131,GO-20201233592,2020/07/04 04:00:00+00,2020,July,4,Saturday,186,D42,Shooting,147,L'Amoreaux West,117,L'Amoreaux (117),-79.3336159762032,43.7980478881573
-8835692.52979997,5412694.03205088,1132,GO-20201267365,2020/07/09 04:00:00+00,2020,July,9,Thursday,191,D51,Other,73,Moss Park,73,Moss Park (73),-79.3723764526907,43.6581656972694
-8849203.60460251,5414772.1429,1133,GO-20201281439,2020/07/10 04:00:00+00,2020,July,10,Friday,192,D12,Shooting,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),-79.4937485034707,43.6716699333811
-8822541.76702343,5430940.94632307,1134,GO-20201278229,2020/07/10 04:00:00+00,2020,July,10,Friday,192,D43,Shooting,156,Bendale-Glen Andrew,127,Bendale (127),-79.2542411407459,43.7766362676131
-8831492.87655273,5417114.05670253,1135,GO-20201466110,2020/08/03 04:00:00+00,2020,August,3,Monday,216,D55,Other,59,Danforth East York,59,Danforth East York (59),-79.3346503256393,43.6868848049366
-8841113.75260013,5411464.7038621,1136,GO-20201486174,2020/08/09 04:00:00+00,2020,August,9,Sunday,222,D14,Stabbing,81,Trinity-Bellwoods,81,Trinity-Bellwoods (81),-79.4210761263066,43.6501756948655
-8840492.36742516,5410315.99016161,1137,GO-20201505493,2020/08/11 04:00:00+00,2020,August,11,Tuesday,224,D14,Stabbing,162,West Queen West,82,Niagara (82),-79.4154941281673,43.6427086848879
-8821483.67715587,5426031.61163653,1138,GO-20201506702,2020/08/12 04:00:00+00,2020,August,12,Wednesday,225,D43,Shooting,138,Eglinton East,138,Eglinton East (138),-79.2447361579267,43.7447847776122
-8839849.37335592,5427831.10957662,1139,GO-20201568363,2020/08/20 04:00:00+00,2020,August,20,Thursday,233,D32,Shooting,153,Avondale,51,Willowdale East (51),-79.4097180138141,43.7564617887307
-8814968.99884252,5429671.77771855,1140,GO-20201583370,2020/08/22 04:00:00+00,2020,August,22,Saturday,235,D43,Stabbing,136,West Hill,136,West Hill (136),-79.1862138067492,43.7684035984007
-8814968.99884252,5429671.77771855,1141,GO-20201583370,2020/08/22 04:00:00+00,2020,August,22,Saturday,235,D43,Stabbing,136,West Hill,136,West Hill (136),-79.1862138067492,43.7684035984007
-8835539.62145874,5412714.17346526,1142,GO-20201607604,2020/08/26 04:00:00+00,2020,August,26,Wednesday,239,D51,Stabbing,73,Moss Park,73,Moss Park (73),-79.37100285365,43.6582965974003
-8848742.68903387,5427016.07304387,1143,GO-20201655784,2020/09/02 04:00:00+00,2020,September,2,Wednesday,246,D31,Shooting,27,York University Heights,27,York University Heights (27),-79.4896080275994,43.7511732684978
-8859551.85010644,5423139.97446865,1144,GO-20201691332,2020/09/07 04:00:00+00,2020,September,7,Monday,251,D23,Stabbing,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.5867083743878,43.7260160622304
-8848303.86593137,5414284.57746957,1145,GO-20201713867,2020/09/10 04:00:00+00,2020,September,10,Thursday,254,D11,Shooting,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),-79.4856660126667,43.668501847715
-8856540.28607338,5421179.07910774,1146,GO-20201730504,2020/09/12 04:00:00+00,2020,September,12,Saturday,256,D23,Stabbing,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.5596550342736,43.7132851539331
-8852443.47400187,5419805.31995087,1147,GO-20201728164,2020/09/12 04:00:00+00,2020,September,12,Saturday,256,D12,Stabbing,113,Weston,113,Weston (113),-79.5228527454098,43.7043645551374
-8852443.47400187,5419805.31995087,1148,GO-20201728164,2020/09/12 04:00:00+00,2020,September,12,Saturday,256,D12,Stabbing,113,Weston,113,Weston (113),-79.5228527454098,43.7043645551374
-8816853.28883505,5435032.16191097,1149,GO-20201786596,2020/09/20 04:00:00+00,2020,September,20,Sunday,264,D42,Shooting,146,Malvern East,132,Malvern (132),-79.2031406722732,43.8031668929303
-8852407.82582738,5429534.08800805,1150,GO-20201816857,2020/09/24 04:00:00+00,2020,September,24,Thursday,268,D31,Shooting,24,Black Creek,24,Black Creek (24),-79.5225325123405,43.7675103832083
-8851985.85838822,5429799.46072449,1151,GO-20201838773,2020/09/27 04:00:00+00,2020,September,27,Sunday,271,D31,Shooting,24,Black Creek,24,Black Creek (24),-79.5187419135578,43.7692318856585
-8859711.14774117,5426267.94327501,1152,GO-20201838399,2020/09/27 04:00:00+00,2020,September,27,Sunday,271,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.5881393689254,43.7463184731693
-8833727.57269504,5433411.03430526,1153,GO-20201989086,2020/09/28 04:00:00+00,2020,September,28,Monday,272,D33,Other,47,Don Valley Village,47,Don Valley Village (47),-79.3547249434761,43.7926556486918
-8850671.70185446,5419835.85533013,1154,GO-20201863629,2020/10/01 04:00:00+00,2020,October,1,Thursday,275,D12,Shooting,113,Weston,113,Weston (113),-79.5069366454386,43.7045628525169
-8848867.34871848,5424889.00542004,1155,GO-20201876749,2020/10/03 04:00:00+00,2020,October,3,Saturday,277,D31,Shooting,155,Downsview,26,Downsview-Roding-CFB (26),-79.4907278652455,43.73736918005
-8842491.11533889,5423364.75603704,1156,GO-20201908230,2020/10/07 04:00:00+00,2020,October,7,Wednesday,281,D32,Shooting,32,Englemount-Lawrence,32,Englemount-Lawrence (32),-79.4334491861313,43.7274752602277
-8826007.30106814,5417690.7611041,1157,GO-20202026517,2020/10/25 04:00:00+00,2020,October,25,Sunday,299,D41,Shooting,121,Oakridge,121,Oakridge (121),-79.2853725629199,43.6906309280194
-8851782.64454646,5428679.0299362,1158,GO-20202114189,2020/11/07 05:00:00+00,2020,November,7,Saturday,312,D31,Shooting,24,Black Creek,24,Black Creek (24),-79.5169164132831,43.7619631865591
-8809531.4833217,5433327.74503446,1159,GO-20202177333,2020/11/16 05:00:00+00,2020,November,16,Monday,321,D43,Stabbing,143,West Rouge,131,Rouge (131),-79.1373677740945,43.7921155590112
-8841483.95681003,5413322.82371352,1160,GO-20202188906,2020/11/18 05:00:00+00,2020,November,18,Wednesday,323,D14,Stabbing,172,Dovercourt Village,93,Dovercourt-Wallace Emerson-Junction (93),-79.4244017265035,43.6622521094899
-8829084.27320572,5427066.89104237,1161,GO-20202213650,2020/11/22 05:00:00+00,2020,November,22,Sunday,327,D33,Stabbing,149,Parkwoods-O'Connor Hills,45,Parkwoods-Donalda (45),-79.3130134736572,43.751503024436
-8844710.71099227,5420348.26354266,1162,GO-20202271563,2020/12/02 05:00:00+00,2020,December,2,Wednesday,337,D13,Shooting,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.4533881527052,43.7078903550697
-8842700.92319069,5412954.84506869,1163,GO-20202295266,2020/12/06 05:00:00+00,2020,December,6,Sunday,341,D14,Other,83,Dufferin Grove,83,Dufferin Grove (83),-79.4353339220624,43.6598607107425
-8830099.06791769,5416026.96583282,1164,GO-20202279344,2020/12/08 05:00:00+00,2020,December,8,Tuesday,343,D55,Stabbing,64,Woodbine Corridor,64,Woodbine Corridor (64),-79.3221295301432,43.6798227069578
-8839299.89133249,5411847.82412288,1165,GO-2020982844,2020/12/08 05:00:00+00,2020,December,8,Tuesday,343,D52,Other,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.4047819326258,43.652665893742
-8837819.58967948,5420388.88165162,1166,GO-20202381546,2020/12/18 05:00:00+00,2020,December,18,Friday,353,D53,Other,173,North Toronto,104,Mount Pleasant West (104),-79.3914841569789,43.7081541148941
-8833784.48946013,5431723.41461785,1167,GO-20202400901,2020/12/21 05:00:00+00,2020,December,21,Monday,356,D33,Stabbing,47,Don Valley Village,47,Don Valley Village (47),-79.3552362354115,43.7817113123098
-8822975.3880548,5424455.36523347,1168,GO-202179788,2021/01/13 05:00:00+00,2021,January,13,Wednesday,13,D41,Stabbing,124,Kennedy Park,124,Kennedy Park (124),-79.2581364247108,43.7345545827376
-8856314.07963607,5426648.84475084,1169,GO-2021105728,2021/01/17 05:00:00+00,2021,January,17,Sunday,17,D31,Shooting,21,Humber Summit,21,Humber Summit (21),-79.5576229869774,43.7487902835444
-8850483.81336699,5429337.07158428,1170,GO-2021133150,2021/01/21 05:00:00+00,2021,January,21,Thursday,21,D31,Shooting,27,York University Heights,27,York University Heights (27),-79.5052488136785,43.766232282638
-8852975.01432902,5419320.90657335,1171,GO-2021204256,2021/01/21 05:00:00+00,2021,January,21,Thursday,21,D23,Other,8,Humber Heights-Westmount,8,Humber Heights-Westmount (8),-79.5276276525888,43.7012186674723
-8837445.97976108,5416465.6186068,1172,GO-2021185744,2021/01/29 05:00:00+00,2021,January,29,Friday,29,D53,Shooting,98,Rosedale-Moore Park,98,Rosedale-Moore Park (98),-79.388127961892,43.6826724394145
-8850423.79323714,5421556.77971172,1173,GO-2021198314,2021/01/31 05:00:00+00,2021,January,31,Sunday,31,D12,Shooting,28,Rustic,28,Rustic (28),-79.5047096437386,43.7157375464396
-8819877.70626179,5433863.45536065,1174,GO-2021238843,2021/02/06 05:00:00+00,2021,February,6,Saturday,37,D42,Shooting,145,Malvern West,132,Malvern (132),-79.2303094760575,43.7955892917787
-8827879.14075486,5425872.47705991,1175,GO-2021250265,2021/02/08 05:00:00+00,2021,February,8,Monday,39,D41,Shooting,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.3021875848866,43.7437520383071
-8845678.16441911,5421055.94893934,1176,GO-2021251003,2021/02/08 05:00:00+00,2021,February,8,Monday,39,D32,Shooting,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.462078934804,43.712485654151
-8828451.31870739,5417121.55676926,1177,GO-2021257693,2021/02/09 05:00:00+00,2021,February,9,Tuesday,40,D55,Shooting,62,East End-Danforth,62,East End-Danforth (62),-79.3073275473123,43.6869335249213
-8857120.02139483,5416648.03002248,1178,GO-2021277195,2021/02/12 05:00:00+00,2021,February,12,Friday,43,D23,Shooting,7,Willowridge-Martingrove-Richview,7,Willowridge-Martingrove-Richview (7),-79.5648628851045,43.6838574450213
-8835620.47302754,5413978.37112326,1179,GO-2021334695,2021/02/19 05:00:00+00,2021,February,19,Friday,50,D51,Other,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71),-79.3717291559044,43.6665121056158
-8849235.16378947,5410508.43510459,1180,GO-2021363118,2021/02/26 05:00:00+00,2021,February,26,Friday,57,D22,Other,16,Stonegate-Queensway,16,Stonegate-Queensway (16),-79.4940320039775,43.6439597040826
-8846600.68618251,5417782.04820404,1181,GO-2021368408,2021/02/27 05:00:00+00,2021,February,27,Saturday,58,D12,Stabbing,110,Keelesdale-Eglinton West,110,Keelesdale-Eglinton West (110),-79.4703660893965,43.6912238838035
-8824213.88050803,5421102.74437018,1182,GO-2021424868,2021/03/06 05:00:00+00,2021,March,6,Saturday,65,D41,Other,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),-79.2692619921479,43.7127895040875
-8849671.06319686,5418907.92798205,1183,GO-2021437169,2021/03/09 05:00:00+00,2021,March,9,Tuesday,68,D12,Stabbing,30,Brookhaven-Amesbury,30,Brookhaven-Amesbury (30),-79.4979477552757,43.6985365617299
-8851056.48580071,5426713.78250566,1184,GO-2021511040,2021/03/19 04:00:00+00,2021,March,19,Friday,78,D31,Other,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5103932183626,43.7492116794885
-8852749.39243036,5419070.4331123,1185,GO-2021611765,2021/04/03 04:00:00+00,2021,April,3,Saturday,93,D23,Shooting,8,Humber Heights-Westmount,8,Humber Heights-Westmount (8),-79.5256008565222,43.6995919721873
-8833729.31261868,5434213.48338723,1186,GO-2021614694,2021/04/04 04:00:00+00,2021,April,4,Sunday,94,D33,Stabbing,48,Hillcrest Village,48,Hillcrest Village (48),-79.3547405726787,43.7978588865716
-8833110.34764076,5417652.17685871,1187,GO-2021618567,2021/04/04 04:00:00+00,2021,April,4,Sunday,94,D55,Stabbing,57,Broadview North,57,Broadview North (57),-79.3491803163787,43.6903803021072
-8829387.49302711,5419542.76648465,1188,GO-2021683552,2021/04/05 04:00:00+00,2021,April,5,Monday,95,D55,Stabbing,54,O'Connor-Parkview,54,O'Connor-Parkview (54),-79.3157373444797,43.7026594952127
-8826070.72289899,5430162.55444562,1189,GO-2021646518,2021/04/08 04:00:00+00,2021,April,8,Thursday,98,D41,Stabbing,126,Dorset Park,126,Dorset Park (126),-79.2859422911817,43.7715872357147
-8850487.80183303,5420430.94304988,1190,GO-2021700719,2021/04/16 04:00:00+00,2021,April,16,Friday,106,D12,Shooting,28,Rustic,28,Rustic (28),-79.505284642677,43.7084272464395
-8857516.66676678,5415393.77653458,1191,GO-2021904598,2021/05/16 04:00:00+00,2021,May,16,Sunday,136,D23,Shooting,7,Willowridge-Martingrove-Richview,7,Willowridge-Martingrove-Richview (7),-79.5684260109319,43.6757089187099
-8825976.22656624,5437182.89671226,1192,GO-2021951127,2021/05/22 04:00:00+00,2021,May,22,Saturday,142,D42,Other,130,Milliken,130,Milliken (130),-79.2850934159355,43.8171092079722
-8833260.7686593,5413057.72366951,1193,GO-2021961854,2021/05/24 04:00:00+00,2021,May,24,Monday,144,D55,Other,70,South Riverdale,70,South Riverdale (70),-79.3505315713734,43.6605293016865
-8840878.83519003,5412673.06071532,1194,GO-20211028789,2021/06/02 04:00:00+00,2021,June,2,Wednesday,153,D14,Other,80,Palmerston-Little Italy,80,Palmerston-Little Italy (80),-79.4189658270101,43.6580294034269
-8818102.12320293,5428443.5469612,1195,GO-20211087369,2021/06/11 04:00:00+00,2021,June,11,Friday,162,D43,Shooting,141,Golfdale-Cedarbrae-Woburn,137,Woburn (137),-79.2143591420618,43.7604353993248
-8821314.37156496,5425985.09167803,1196,GO-20211107853,2021/06/13 04:00:00+00,2021,June,13,Sunday,164,D43,Shooting,138,Eglinton East,138,Eglinton East (138),-79.2432152597673,43.7444828778204
-8821314.37156496,5425985.09167803,1197,GO-20211107853,2021/06/13 04:00:00+00,2021,June,13,Sunday,164,D43,Shooting,138,Eglinton East,138,Eglinton East (138),-79.2432152597673,43.7444828778204
-8821518.57548227,5425790.80134998,1198,GO-20211112628,2021/06/13 04:00:00+00,2021,June,13,Sunday,164,D43,Other,138,Eglinton East,138,Eglinton East (138),-79.245049654728,43.7432219777845
-8847923.4722032,5418166.16913852,1199,GO-20211108068,2021/06/14 04:00:00+00,2021,June,14,Monday,165,D12,Shooting,112,Beechborough-Greenbrook,112,Beechborough-Greenbrook (112),-79.4822488782275,43.6937188801841
-8848091.40945492,5417762.08078653,1200,GO-20211158175,2021/06/21 04:00:00+00,2021,June,21,Monday,172,D12,Shooting,112,Beechborough-Greenbrook,112,Beechborough-Greenbrook (112),-79.4837574838158,43.6910941862452
-8842940.85120239,5427068.316082,1201,GO-20211233778,2021/07/01 04:00:00+00,2021,July,1,Thursday,182,D32,Other,33,Clanton Park,33,Clanton Park (33),-79.4374892319653,43.7515122713104
-8830760.97405522,5421539.44041937,1202,GO-20211236893,2021/07/02 04:00:00+00,2021,July,2,Friday,183,D55,Shooting,44,Flemingdon Park,44,Flemingdon Park (44),-79.3280755341621,43.7156249646203
-8836956.22765758,5412317.80003956,1203,GO-20211236780,2021/07/02 04:00:00+00,2021,July,2,Friday,183,D52,Other,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.3837284444395,43.6557204948242
-8825779.96785495,5430180.85356988,1204,GO-20211248165,2021/07/03 04:00:00+00,2021,July,3,Saturday,184,D41,Shooting,126,Dorset Park,126,Dorset Park (126),-79.2833303943479,43.7717059380095
-8848645.18406924,5427525.84362275,1205,GO-20211263005,2021/07/05 04:00:00+00,2021,July,5,Monday,186,D31,Shooting,27,York University Heights,27,York University Heights (27),-79.4887321263899,43.7544810670857
-8848645.18406924,5427525.84362275,1206,GO-20211292779,2021/07/10 04:00:00+00,2021,July,10,Saturday,191,D31,Other,27,York University Heights,27,York University Heights (27),-79.4887321263899,43.7544810670857
-8853571.25076122,5421701.21624636,1207,GO-20211319545,2021/07/14 04:00:00+00,2021,July,14,Wednesday,195,D31,Other,23,Pelmo Park-Humberlea,23,Pelmo Park-Humberlea (23),-79.532983736347,43.7166753385836
-8820448.64645291,5420255.79903067,1208,GO-20211362894,2021/07/18 04:00:00+00,2021,July,18,Sunday,199,D41,Other,123,Cliffcrest,123,Cliffcrest (123),-79.2354383194597,43.7072899179251
-8833266.91282727,5410368.01479746,1209,GO-20211359540,2021/07/19 04:00:00+00,2021,July,19,Monday,200,D51,Other,70,South Riverdale,70,South Riverdale (70),-79.3505867649229,43.6430468821505
-8854814.53629776,5418766.01575447,1210,GO-20211360309,2021/07/20 04:00:00+00,2021,July,20,Tuesday,201,D23,Shooting,6,Kingsview Village-The Westway,6,Kingsview Village-The Westway (6),-79.5441523599137,43.6976148800361
-8844136.90655065,5418916.22708227,1211,GO-20211370623,2021/07/21 04:00:00+00,2021,July,21,Wednesday,202,D13,Stabbing,108,Briar Hill-Belgravia,108,Briar Hill-Belgravia (108),-79.448233580489,43.6985904623106
-8848488.6266751,5419986.79534714,1212,GO-20211382319,2021/07/23 04:00:00+00,2021,July,23,Friday,204,D12,Stabbing,30,Brookhaven-Amesbury,30,Brookhaven-Amesbury (30),-79.4873257473278,43.7055430543565
-8833137.58306738,5413921.51019762,1213,GO-20211417029,2021/07/28 04:00:00+00,2021,July,28,Wednesday,209,D55,Stabbing,68,North Riverdale,68,North Riverdale (68),-79.3494249764016,43.6661426143455
-8828935.06835262,5416969.29352313,1214,GO-20211484398,2021/08/06 04:00:00+00,2021,August,6,Friday,218,D55,Other,62,East End-Danforth,62,East End-Danforth (62),-79.3116731440856,43.6859444241305
-8838674.40971158,5412379.1608277,1215,GO-20211494943,2021/08/08 04:00:00+00,2021,August,8,Sunday,220,D14,Shooting,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.3991631359287,43.6561192970573
-8838674.40971158,5412379.1608277,1216,GO-20211494943,2021/08/08 04:00:00+00,2021,August,8,Sunday,220,D14,Shooting,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.3991631359287,43.6561192970573
-8814279.0812702,5442747.00467992,1217,GO-20211538967,2021/08/14 04:00:00+00,2021,August,14,Saturday,226,D42,Other,144,Morningside Heights,NSA,NSA,-79.1800161721158,43.8531638931327
-8848880.42820205,5418921.12401682,1218,GO-20211543961,2021/08/14 04:00:00+00,2021,August,14,Saturday,226,D12,Shooting,30,Brookhaven-Amesbury,30,Brookhaven-Amesbury (30),-79.4908453597821,43.6986222657707
-8846658.66315443,5416126.47966751,1219,GO-20211617066,2021/08/25 04:00:00+00,2021,August,25,Wednesday,237,D12,Other,110,Keelesdale-Eglinton West,110,Keelesdale-Eglinton West (110),-79.4708869051919,43.6804692157349
-8854281.8142029,5402694.56775315,1220,GO-20211630428,2021/08/27 04:00:00+00,2021,August,27,Friday,239,D22,Shooting,19,Long Branch,19,Long Branch (19),-79.5393668355094,43.5931434699594
-8837533.02915385,5411254.71793588,1221,GO-20211638087,2021/08/28 04:00:00+00,2021,August,28,Saturday,240,D52,Shooting,164,Wellington Place,77,Waterfront Communities-The Island (77),-79.3889099395405,43.6488107879144
-8835098.17288605,5411675.16980789,1222,GO-20211677261,2021/09/02 04:00:00+00,2021,September,2,Thursday,245,D51,Stabbing,73,Moss Park,73,Moss Park (73),-79.3670372540428,43.6515436906473
-8848307.06981763,5431836.54955512,1223,GO-20211684171,2021/09/03 04:00:00+00,2021,September,3,Friday,246,D32,Shooting,27,York University Heights,27,York University Heights (27),-79.485694793727,43.7824450632515
-8851815.00590166,5407469.509535,1224,GO-20211692780,2021/09/04 04:00:00+00,2021,September,4,Saturday,247,D22,Other,159,Etobicoke City Centre,14,Islington-City Centre West (14),-79.5172071204693,43.6242016422175
-8817738.58235511,5426832.87500084,1225,GO-20211699665,2021/09/05 04:00:00+00,2021,September,5,Sunday,248,D43,Other,140,Guildwood,140,Guildwood (140),-79.211093399106,43.7499844881895
-8817738.58235511,5426832.87500084,1226,GO-20211699665,2021/09/05 04:00:00+00,2021,September,5,Sunday,248,D43,Other,140,Guildwood,140,Guildwood (140),-79.211093399106,43.7499844881895
-8851316.83971446,5427062.64659239,1227,GO-20211713828,2021/09/07 04:00:00+00,2021,September,7,Tuesday,250,D31,Shooting,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5127320171241,43.7514754818345
-8822512.66565951,5422965.20371963,1228,GO-20211788435,2021/09/17 04:00:00+00,2021,September,17,Friday,260,D41,Shooting,124,Kennedy Park,124,Kennedy Park (124),-79.2539797191192,43.7248814905937
-8834424.62406561,5413271.87328046,1229,GO-20211794405,2021/09/18 04:00:00+00,2021,September,18,Saturday,261,D51,Shooting,72,Regent Park,72,Regent Park (72),-79.3609866623501,43.6619210010247
